A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A3,A4,A41,A5,A51,A512,B1,B11B1,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,C1,C2,C22A,C22B,C22C,C3,D1,D1O,D2,D2O,D3,D3O,E1,E11A,E11B,E11C,E21,E22,E23,E3,E32A,E32AO,E32BA,E32BAO,E32BB,E32BBO,E32BC,E32BCO,F1,F11,F21,F22,F23,F3,F321,F322,F323,G1,G2,G3,G4,G5,G6,G7A,G7B,G8,G81,G9,S1,code,w
1, , , , , , , , , , , , ,,2, ,2, , ,1,40872,5, ,1,7,2,2, ,5,7,2,3,2, ,3, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,,1, , , ,1,2,6,3,22,,2,,1,3,11,70278,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,2,6,2,2, ,4,6,2,3,3, ,5, , , , , , ,7, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,7,1,,1,2,2,1,1,11,70282,7,1.13341599
1, , , , , , , , , , , , ,3,1,3,2, , ,1,57000,4, ,1,8,2,2, ,3,8,2,2,3, ,7, , , , , , ,6, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,6,1,11,1,2,2,1,1,11,70290,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,3, ,1,7,3,7, ,5,7,2,4,9, ,6, , , , , , ,10, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,5,3,22,1,2,2,2, ,11,70314,7,1.13341599
1, , , , , , , , , , , , ,8,1,5,2, , ,1,18551,, ,1,2,7,9,90,6,2,1,7,11,,7, , , , , , ,9, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,5,1, , , ,1,1,4,4,12,6,3,2,1,1,11,70356,7,0.019676711
1, , , , , , , , , , , , ,7,1,1,2, , ,1,27477,4, ,2,3,3,4, ,5,3,1,4,6, ,, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,2,5,4,6,2,1,7,5,23,6,4,2,1,1,11,70419,7,0.019676711
1, , , , , , , , , , , , ,,2, ,2, , ,1,23762,, ,1,7,1,4, ,4,6,1,2,5, ,7, , , , , , ,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,2,1,3,,,,2,2,2, ,11,70440,7,0.917370855
1, , , , , , , , , , , , ,8,2, ,2, , ,1,10267,1, ,1,5,6,8, ,3,5,1,6,8, ,, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,2,2,4,3,12,, , ,2, ,11,70455,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,1,19829,1, ,1,4,5,2, ,5,4,2,4,3, ,5, , , , , , ,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,4,1, , , ,1,2,6,3,22,1,2,2,2, ,11,70467,7,1.074186125
1, , , , , , , , , , , , ,1,1,3,2, , ,1,35601,2, ,1,3,8,7, ,6,3,2,8,9, ,1, , , , , , ,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,5,2,2,9,3,4,1,1,3,5,12,5,3,1,1,3,11,70479,7,1.074186125
1, , , , , , , , , , , , ,6,1,3,2, , ,1,6563,, ,2,3,1,2, ,4,3,1,1,2, ,, , , , , , ,3, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,1,2,2,1,3,6,2,2,3,6,21,1,3,2,1,,11,70506,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,1,5001,4, ,1,2,5,8, ,6,1,1,5,10, ,7, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,2,7,8,,1,1,4,5,15,8,4,2,1,1,11,70568,7,1.202971765
1, , , , , , , , , , , , ,8,1,3,2, , ,1,1972,1, ,2,1,6,5, ,5,1,2,6,7, ,3, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,1,2,4,3,12,5,2,2,1,1,11,70580,7,1.202971765
1, , , , , , , , , , , , ,8,1,5,2, , ,1,1100,1, ,1,1,6,9,100,6,1,1,6,11,100,7, , , , , , ,1, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,4,1, , , ,1,1,4,4,13,9,3,5,1,1,11,70594,7,0.018459595
1, , , , , , , , , , , , ,6,1,5,2, , ,1,4300,3, ,1,3,5,9,80,4,3,1,5,11,80,7, , , , , , ,12,350,1, ,8,30000,2, , , ,1,1,1,1, , , , , , , , ,2, ,3,5,1,1, , , ,1,1,4,3,12,6,3,2,1,1,11,70620,7,0.018459595
1, , , , , , , , , , , , ,5,1,3,2, , ,1,32600,2, ,2,7,5,6, ,6,7,2,3,6, ,5, , , , , , ,2, ,1, ,2, ,2, , , ,1,1,1, , , , , , , , , ,1,1,3,1,2,1, , , ,1,1,9,3,23,1,3,2,2, ,11,70289,7,1.13341599
1, , , , , , , , , , , , ,,1,3,1,2,,1,50386,2, ,2,3,2,4, ,5,,3,,6, ,3, , , , , , ,1, ,, ,3, ,2, , , ,,,,1, , , , , , , , ,1,1,, , ,2,9,, ,,,,,,,,,2, ,11,70124,7,1.13341599
1, , , , , , , , , , , , ,6,1,3,1,1, ,2, ,1, ,1,6,3,3, ,4,6,1,3,2, ,7, , , , , , ,5, ,1, ,1, ,1,2,13,,1,1,1,1, , , , , , , , ,1,1,2,4,,2,3,8,9,1,2,4,3,,,2,1,1,4,11,70457,7,1.074186125
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,3, ,1,4,2,5, ,5,4,1,3,7, ,3, , , , , , ,, ,, ,, ,2, , , ,,,,1, , , , , , , , ,1,1,, , ,1, , , ,1,2,5,1,22,,4,2,1,1,11,70251,7,1.13341599
1, , , , , , , , , , , , ,,1,,2, , ,1,43092,5, ,1,4,2,4, ,5,4,1,2,6, ,7, , , , , , ,2, ,, ,, ,2, , , ,,,,1, , , , , , , , ,1,1,1,4,,1, , , ,1,1,9,2,,2,1,,1,4,11,70286,7,1.13341599
1, , , , , , , , , , , , ,8,1,,2, , ,2, ,5, ,1,6,7,8, ,3,6,2,5,10, ,, , , , , , ,12,,1, ,6, ,2, , , ,,,,1, , , , , , , , ,1,1,, , ,1, , , ,1,1,7,2,14,3,4,,2, ,11,70367,7,0.917370855
1, , , , , , , , , , , , ,,2, ,1,1, ,2, ,2, ,1,4,3,6, ,6,4,2,3,6, , , , , , , , ,3, ,1, ,8,80000,2, , , ,1,,,1, , , , , , , , ,1,1,1,, ,1, , , ,1,1,9,1,23,2, , ,1,1,11,70243,7,0.002603276
1, , , , , , , , , , , , ,,1,1,2, , ,2, ,, ,1,8,1,2, ,3,8,1,1,3, ,7, , , , , , ,12,,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,, , ,1, , , ,1,1,9,1,11,1,3,2,2, ,11,70175,7,1.13341599
1, , , , , , , , , , , , ,8,1,5,2, , ,2, ,2, ,1,1,4,6, ,7,1,1,4,8, ,6, , , , , , ,7, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,3,6,1, , , ,1,1,6,4,15,6,3,3,1,1,11,70212,7,0.002603276
1, , , , , , , , , , , , ,2,2, ,2, , ,1,14278,, ,1,1,2,1, ,5,1,2,3,1, ,5, , , , , , ,1, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,3,,1, , , ,1,2,8,4,23,6,4,,1,1,11,70250,7,1.13341599
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,2, ,1,7,3,4, ,5,7,3,3,6, ,3, , , , , , ,3, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,1,4,2,8,7,9,1,1,6,3,23,6,3,2,1,1,11,70302,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,1,31142,3, ,2,3,7,9,120,6,3,1,7,11,120,5, , , , , , ,9, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,4,6,1, , , ,1,1,4,5,12,6,3,2,1,1,11,70450,7,0.019676711
1, , , , , , , , , , , , ,7,1,3,2, , ,1,8133,1, ,1,6,1,2, ,5,6,2,2,3, ,7, , , , , , ,2, ,1, ,2, ,1,2,5,,1,1,3,1, , , , , , , , ,1,2,2,, ,1, , , ,1,1,4,4,12,4,3,3,1,1,11,70461,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,1,55,4, ,1,6,6,7, ,3,6,3,4,8, ,, , , , , , ,11, ,1, ,2, ,1,2,3,7,1,1,1,1, , , , , , , , ,1,2,1,6,2,1, , , ,2,1,6,3,12,7, , ,1,1,11,70607,7,1.202971765
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,, ,2,3,3,3, ,4,2,1,3,4, ,7, , , , , , ,6, ,1, ,3, ,2, , , ,,,,1, , , , , , , , ,1,2,,,,1, , , ,2,1,7,3,23,1,3,,1,1,11,70264,7,1.13341599
1, , , , , , , , , , , , ,5,2, ,2, , ,1,28138,2, ,2,2,7,8, ,6,,,,, ,, , , , , , ,10, ,, ,8,,2, , , ,1,,,1, , , , , , , , ,1,2,1,, ,1, , , ,1,1,5,2,11,4,3,2,1,1,11,70242,7,0.002603276
1, , , , , , , , , , , , ,4,1,3,2, , ,1,47672,3, ,2,8,6,6, ,5,6,5,6,7, ,7, , , , , , ,6, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,6,2,1, , , ,2,2,4,3,14,4,4,4,1,1,11,70196,7,1.13341599
1, , , , , , , , , , , , ,,2, ,2, , ,1,35042,, ,1,5,5,3, ,3,5,5,1,5, ,, , , , , , ,, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,, ,1, , , ,1,1,6,2,12,4,2,2,2, ,11,70201,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,1,38435,4, ,2,8,4,5, ,5,8,3,2,7, ,7, , , , , , ,3, ,1, ,, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,, ,2,9,, ,1,2,6,2,22,1,3,,1,1,11,70232,7,1.13341599
1, , , , , , , , , , , , ,2,1,1,2, , ,2, ,2, ,1,8,4,2, ,5,8,3,3,3, ,3, , , , , , ,9, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,1,4,2,6,8,7,1,2,6,1,22,2,2,,2, ,11,70235,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,1,12222,2, ,2,6,5,5, ,4,6,2,2,5, ,7, , , , , , ,5, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,1,4,2,9,8,,2,2,4,5,22,4,3,3,2, ,11,70259,7,1.13341599
1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,4, ,1,8,2,2, ,7,8,3,1,3, ,7, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,6,4,1, , , ,1,1,4,4,,6,5,3,1,1,11,70261,7,1.13341599
1, , , , , , , , , , , , ,3,1,1,2, , ,1,25152,2, ,1,5,4,8, ,3,5,3,3,7, ,1, , , , , , ,5, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,1,6,3,11,4,3,2,1,1,11,70275,7,1.13341599
1, , , , , , , , , , , , ,3,1,3,2, , ,1,54550,5, ,1,2,2,2, ,4,1,2,2,3, ,1, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,3,2,1,2,3,,,,,,,,,2, ,11,70284,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,2,7,2,2, ,1,7,2,2,3, ,6, , , , , , ,9, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,4,1, , , ,1,1,4,4,14,3,2,,1,1,11,70329,7,1.13341599
1, , , , , , , , , , , , ,6,1,1,2, , ,2, ,2, ,2,5,8,5, ,7,2,2,8,5, ,7, , , , , , ,2, ,2, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,4,,2,7,8,,1,1,7,1,,3,3,,1,3,11,70344,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,2, , ,1,19119,3, ,1,6,2,4, ,5,5,1,3,6, ,7, , , , , , ,1, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,2,7,2,22,1,2,,2, ,11,70369,7,0.917370855
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,, ,1,2,2,2, ,5,2,2,2,, ,4, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,6,,2,8,5,,2,2,6,4,23,1,3,2,1,1,11,70375,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,5, ,2,7,6,8, ,4,7,5,3,7, ,3, , , , , , ,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,1,4,1, , , ,1,1,6,1,12,2,2,2,1,1,11,70381,7,0.917370855
1, , , , , , , , , , , , ,8,1,4,2, , ,1,5543,4, ,1,2,9,9,180,6,2,1,9,11,180,6, , , , , , ,12,350,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,5,1,2,1, , , ,1,1,4,3,12,6,4,3,1,1,11,70387,7,0.019676711
1, , , , , , , , , , , , ,8,1,3,2, , ,1,9942,1, ,2,8,3,4, ,6,7,3,3,6, ,5, , , , , , ,6, ,8, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,4,1, , , ,1,2,9,2,22,,,,1,5,11,70398,7,0.917370855
1, , , , , , , , , , , , ,2,1,3,1,2,,2, ,, ,1,8,2,1, ,5,8,,3,2, ,5, , , , , , ,5, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,, , ,2,8,, ,1,2,6,1,22,2,2,,1,3,11,70442,7,0.917370855
1, , , , , , , , , , , , ,8,1,5,2, , ,1,26718,2, ,1,1,2,3, ,6,1,1,3,5, ,6, , , , , , ,6, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,5,3,1,1, , , ,1,1,4,3,14,7,5,2,1,1,11,70452,7,0.019676711
1, , , , , , , , , , , , ,6,2, ,1,1, ,1,57263,3, ,1,2,3,5, ,5,2,1,3,7, ,2, , , , , , ,2, ,4, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,4,2,1, , , ,1,1,3,5,12,5,4,3,1,1,11,70477,7,1.074186125
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,2, ,1,3,2,4, ,6,3,2,2,6, ,5, , , , , , ,9, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,3,1, , , ,1,1,7,1,23,5,3,2,1,1,11,70592,7,0.018459595
1, , , , , , , , , , , , ,7,1,3,1,1, ,2, ,2, ,2,8,3,4, ,4,8,4,3,5, ,1, , , , , , ,8, ,, ,3, ,1,2,, ,,1,1,1, , , , , , , , ,1,3,, , ,1, , , ,1,1,7,1,,1,3,,1,3,11,70540,7,1.074186125
1, , , , , , , , , , , , ,6,1,,2, , ,2, ,, ,1,8,5,2, ,5,6,1,3,4, ,5, , , , , , ,5, ,1, ,2, ,1,7,2,3,1,1,1,1, , , , , , , , ,1,3,1,2,6,1, , , ,1,2,4,5,15,5,5,3,1,1,11,70188,7,1.13341599
1, , , , , , , , , , , , ,1,1,2,2, , ,1,51397,, ,2,5,3,, ,3,5,2,,, ,7, , , , , , ,7, ,1, ,8,,1,8,3,,1,1,1,1, , , , , , , , ,1,3,2,, ,2,8,1,2,1,2,6,2,22,,4,2,1,1,11,70304,7,1.13341599
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,4, ,1,3,6,7, ,6,3,4,4,9, ,5, , , , , , ,7, ,1, ,4, ,1,5,, ,1,1,2,1, , , , , , , , ,1,5,1,, ,1, , , ,1,1,7,3,23,1,2,,2, ,11,70135,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,1,2,6,2, ,4, ,2,8,2,2, ,6,7,1,3,4, ,5, , , , , , ,5, ,1, ,1, ,2, , , ,1,,,1, , , , , , , , ,1,5,1,2,4,2,4,5,9,1,1,6,3,15,8,5,3,1,1,11,70211,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,4,5,4, ,4,4,3,5,6, ,5, , , , , , ,6, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,6,4,1,1, , , ,2,2,5,4,14,4,3,2,1,1,11,70147,7,1.13341599
1, , , , , , , , , , , , ,,2, ,2, , ,1,8213,3, ,1,2,4,6, ,5,1,1,3,8, ,1, , , , , , ,1, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,1,2,6,1, , , ,1,1,5,2,23,,3,3,1,1,11,70495,7,1.074186125
1, , , , , , , , , , , , ,2,2, ,2, , ,1,30250,3, ,1,4,1,2, ,1,4,,1,3, ,6,2,1, , , ,6,1, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,6,4,14,3,2,2,1,1,11,70138,7,1.13341599
1, , , , , , , , , , , , ,3,2, ,2, , ,2, ,, ,1,5,3,1, ,1,5,2,3,, ,7,2,2,5,4,6,,4, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,2,9,8,3,1,2,5,3,14,5,2,1,1,3,11,70170,7,1.13341599
1, , , , , , , , , , , , ,5,1,3,2, , ,1,41955,4, ,1,5,3,6, ,1,5,1,4,8, ,6,2,1, , , ,5,6, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,2,1,3,3,12,3,3,1,2, ,11,70180,7,1.13341599
1, , , , , , , , , , , , ,1,1,3,2, , ,1,23001,2, ,1,6,1,1, ,1,6,2,1,1, ,5,2,1, , , ,6,6, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,3,1, , , ,1,1,5,1,12,4,,,1,1,11,70182,7,1.13341599
1, , , , , , , , , , , , ,2,1,3,2, , ,1,67184,2, ,1,6,2,3, ,1,6,2,3,5, ,5,2,1, , , ,5,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,6,4,1, , , ,1,1,5,3,12,4,3,2,1,5,11,70186,7,1.13341599
1, , , , , , , , , , , , ,3,1,1,2, , ,2, ,2, ,2,6,2,5, ,1,6,4,3,5, ,5,4,1, , , ,6,12,,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,8,9,1,2,1,5,3,,3,3,,1,3,11,70187,7,1.13341599
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,5, ,1,6,2,7, ,1,,2,3,9, ,5,5,1, , , ,6,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,3,1,,1, , , ,1,1,6,4,12,9,4,3,1,1,11,70197,7,1.13341599
1, , , , , , , , , , , , ,2,1,3,2, , ,1,25687,3, ,2,4,3,7, ,1,4,2,4,9, ,3,2,1, , , ,3,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,6,1, , , ,1,1,5,2,12,4,2,2,1,1,11,70200,7,1.13341599
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,6,,1,7,5,2, ,1,5,2,,4, ,6,5,1, , , ,6,8, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,4,2,8,5,9,2,2,4,5,14,4,3,2,1,1,11,70210,7,1.13341599
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,6,,1,7,5,2, ,1,5,2,3,4, ,6,5,1, , , ,6,8, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,4,2,8,5,9,2,2,4,5,14,4,3,2,1,1,11,70215,7,0.002603276
1, , , , , , , , , , , , ,,2, ,2, , ,1,53643,4, ,2,8,3,6, ,1,8,2,3,8, ,5,2,1, , , ,5,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,7,1,12,3,2,,1,4,11,70260,7,1.13341599
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,3, ,2,7,2,4, ,1,7,2,3,5, ,5,4,1, , , ,5,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,6,1, , , ,1,1,4,2,12,4,5,4,1,1,11,70308,7,1.13341599
1, , , , , , , , , , , , ,5,1,,2, , ,1,17362,2, ,1,7,1,4, ,1,7,1,2,6, ,3,2,2,3,4,1,,1, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,2,6,1, , , ,1,1,6,4,15,6,2,2,1,1,11,70312,7,1.13341599
1, , , , , , , , , , , , ,8,1,3,2, , ,1,58695,5, ,1,7,2,6, ,1,7,1,3,8, ,1,1,1, , , ,6,5, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,1,1,4,4,12,4,3,,2, ,11,70316,7,1.13341599
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,2, ,1,8,3,6, ,1,6,2,4,8, ,5,2,1, , , ,5,4, ,3, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,,1, , , ,1,2,4,6,12,4,4,2,1,1,11,70330,7,1.13341599
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,3, ,1,7,1,3, ,1,7,2,2,5, ,6,1,1, , , ,3,3, ,2, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,2,2,4,5,,6,2,2,1,3,11,70332,7,1.13341599
1, , , , , , , , , , , , ,2,2, ,2, , ,1,15667,1, ,1,6,4,5, ,1,6,2,4,7, ,,2,1, , , ,5,, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,1,6,3,15,7,4,3,1,1,11,70346,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,1,2,4,2, ,4, ,2,6,3,3, ,1,4,3,3,5, ,5,4,1, , , ,6,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,2,6,1,14,4,3,4,2, ,11,70374,7,0.917370855
1, , , , , , , , , , , , ,4,1,3,2, , ,1,5731,5, ,1,8,4,4, ,1,8,2,3,6, ,7,4,1, , , ,5,4, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,8,2,23,3,4,3,1,3,11,70383,7,0.917370855
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,5, ,2,7,2,5, ,1,6,3,2,5, ,6,2,1, , , ,6,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,2,3,5,13,4,3,4,1,1,11,70403,7,0.917370855
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,, ,1,6,2,3, ,1,6,1,3,5, ,7,4,1, , , ,6,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,1,2,3,5,12,5,5,2,1,4,11,70409,7,0.917370855
1, , , , , , , , , , , , ,6,1,3,1,1, ,2, ,, ,1,7,4,, ,1,7,1,4,, ,5,2,1, , , ,6,4, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,1,2,3,3,,3,3,3,2, ,11,70426,7,0.917370855
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,3, ,1,6,1,2, ,1,6,2,2,, ,7,2,1, , , ,,1, ,3, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,2,3,5,13,4,3,2,2, ,11,70429,7,0.917370855
1, , , , , , , , , , , , ,6,1,3,1,1, ,1,33000,2, ,2,6,3,7, ,1,,,4,9, ,,2,1, , , ,1,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,5,2,5,, ,1,1,5,3,,5,2,3,1,1,11,70473,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,2,8,1,1, ,1,8,3,2,2, ,5,2,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,5,3,15,5,3,2,1,1,11,70499,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,1,28632,1, ,1,7,2,3, ,1,7,2,3,5, ,6,1,1, , , ,6,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,2,3,3,13,4,2,1,2, ,11,70536,7,1.074186125
1, , , , , , , , , , , , ,8,2, ,2, , ,1,44331,2, ,2,6,3,2, ,1,6,5,3,3, ,4,2,1, , , ,2,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,2,1,3,3,,4,3,2,2, ,11,70562,7,1.202971765
1, , , , , , , , , , , , ,1,1,3,2, , ,2, ,5, ,1,3,2,5, ,2,3,1,3,7, ,5,2,1, , , ,2,1, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,3,2,1, , , ,1,1,2,5,21,1,2,1,2, ,11,70588,7,1.202971765
1, , , , , , , , , , , , ,7,1,4,2, , ,1,4763,4, ,1,4,1,4, ,1,4,1,2,6, ,7,5,1, , , ,6,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,1,4,4,12,6,2,2,1,1,11,70591,7,0.018459595
1, , , , , , , , , , , , ,8,1,3,2, , ,1,24805,5, ,2,6,2,7, ,1,6,1,3,9, ,6,5,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1,, ,, ,, ,, ,2, ,1,, ,1, , , ,1,1,6,2,12,6,4,3,1,1,11,70447,7,0.917370855
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,4, ,1,8,3,5, ,1,,,2,5, ,3,2,1, , , ,3,9, ,1, ,5, ,2, , , ,1,1,1,2,, ,1, ,1, ,1, ,2, ,2,6,4,1, , , ,1,1,4,3,,,4,2,1,1,11,70415,7,0.917370855
1, , , , , , , , , , , , ,4,1,3,2, , ,1,18000,3, ,3,8,5,2, ,1,8,3,4,4, ,5,3,1, , , ,5,11, ,1, ,5, ,1,7,10,13,1,1,2,2,1, ,1, ,1, ,1, ,2, ,1,4,,1, , , ,1,1,4,3,12,3,3,,2, ,11,70529,7,1.074186125
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,4, ,1,8,3,6, ,1,6,2,3,7, ,7,3,1, , , ,2,5, ,1, ,1, ,2, , , ,1,,,2,1, ,1, ,1, ,1, ,2, ,2,1,4,1, , , ,1,1,6,3,15,6,3,2,1,1,11,70437,7,0.917370855
1, , , , , , , , , , , , ,7,1,3,2, , ,1,21477,4, ,1,3,2,4, ,1,3,1,3,6, ,5,4,1, , , ,6,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,4,6,1, , , ,1,1,5,2,,4,,,1,1,11,70305,7,1.13341599
